date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-01-01 00:00:00,11.1,5.9,13.1,19.8,,,12.8,,1012.5,
2024-01-02 00:00:00,8.8,4.5,12,4.5,,,7.3,,1014.9,
2024-01-03 00:00:00,11.8,10.6,14,11.2,,,10,,1009.2,
2024-01-04 00:00:00,11.1,5.9,14.2,5,,,7,,1008.8,
2024-01-05 00:00:00,11.4,5.8,14,16.2,,,8.7,,1010.2,
2024-01-06 00:00:00,12,8,13.2,33.5,,,14.2,,1000.5,
2024-01-07 00:00:00,9.4,4.6,11,4.8,,,15.9,,999.5,
2024-01-08 00:00:00,5.5,1.5,8,0.9,,,16.3,,1011.2,
2024-01-09 00:00:00,2.5,-0.6,5.5,0,,,13.4,,1023.5,
2024-01-10 00:00:00,1.1,-1.3,5,0,,,11.9,,1028.4,
2024-01-11 00:00:00,3.1,-1.3,10,0,,,7.5,,1024.4,
2024-01-12 00:00:00,3.4,0.4,7.2,0,,,9.2,,1024.5,
2024-01-13 00:00:00,4.5,-0.2,10.2,0,,,6.2,,1022.1,
2024-01-14 00:00:00,6.9,2.8,10,2.7,,,5.5,,1013.7,
2024-01-15 00:00:00,8.9,4.7,11,5.2,,,5.6,,1002.1,
2024-01-16 00:00:00,7.7,4.5,11.7,1.3,,,8.4,,1009.4,
2024-01-17 00:00:00,9.6,6.5,12.2,32.4,,,6.8,,1005.7,
2024-01-18 00:00:00,11.6,10.2,13.3,28.7,,,9,,998.2,
2024-01-19 00:00:00,5.8,1.1,11.7,17.4,,,18.9,,1010,
2024-01-20 00:00:00,3.1,0.6,6.2,0,,,18.1,,1027.3,
2024-01-21 00:00:00,4.9,0.2,12.5,0,,,8.1,,1032.3,
2024-01-22 00:00:00,5.4,-0.7,11.5,0,,,5.6,,1030.4,
2024-01-23 00:00:00,8,3.2,12.6,0.2,,,6.2,,1029,
2024-01-24 00:00:00,8.1,4.3,11.1,0.1,,,5.6,,1029.5,
2024-01-25 00:00:00,9.2,4.9,15.6,0,,,5.4,,1025.4,
2024-01-26 00:00:00,9.9,5.5,15,0,,,4.4,,1025.8,
2024-01-27 00:00:00,9.8,3.6,15.5,0,,,6.7,,1029.6,
2024-01-28 00:00:00,8,0.1,13.6,0,,,6.9,,1036.4,
2024-01-29 00:00:00,7.6,-0.2,14.5,0,,,6.3,,1036,
2024-01-30 00:00:00,7.4,0.5,14,0,,,6.3,,1035.7,
2024-01-31 00:00:00,6.5,1.7,12.7,0,,,5.3,,1029.4,
2024-02-01 00:00:00,6.6,1.6,12.5,0,,,5.7,,1019.6,
2024-02-02 00:00:00,7.7,1.2,15.2,0,,,8,,1020.4,
2024-02-03 00:00:00,8.2,4.8,13.5,0,,,6.3,,1017.8,
2024-02-04 00:00:00,9.3,6.9,13.5,0,,,5.3,,1016.4,
2024-02-05 00:00:00,9.9,6.9,12.7,1.5,,,5.9,,1022.7,
2024-02-06 00:00:00,10.7,8.8,12.8,3.1,,,6,,1022.7,
2024-02-07 00:00:00,10.7,8.9,11.7,8.8,,,4.7,,1015.3,
2024-02-08 00:00:00,11.5,9.5,13.5,5.2,,,5.2,,1010.5,
2024-02-09 00:00:00,11.8,10.5,12.2,21.9,,,15.4,,1005.6,
2024-02-10 00:00:00,12.3,10.6,14.2,25.3,,,12.6,,998.1,
2024-02-11 00:00:00,12,9.4,15.5,36.5,,,9.3,,993.5,
2024-02-12 00:00:00,10.1,6.5,12.4,1.4,,,5.4,,1004.2,
2024-02-13 00:00:00,11.1,2.9,16.2,0.6,,,7.1,,1016.1,
2024-02-14 00:00:00,9.2,1.8,15.2,0,,,5.9,,1024.3,
2024-02-15 00:00:00,9.8,5.9,15.6,0,,,4.9,,1023.7,
2024-02-16 00:00:00,10.7,6.6,17.5,0,,,4.9,,1021.8,
2024-02-17 00:00:00,10.3,6.2,15.6,0,,,4.6,,1026.7,
2024-02-18 00:00:00,12.5,7,15.7,0,,,7.7,,1030.6,
2024-02-19 00:00:00,11,6.7,13.7,1,,,5.5,,1024.2,
2024-02-20 00:00:00,11.2,4.7,15.5,0.8,,,5.9,,1024.6,
2024-02-21 00:00:00,10.8,4.3,15.5,0,,,7,,1024.5,
2024-02-22 00:00:00,10.8,6.9,12.6,7.2,,,11.6,,1014.8,
2024-02-23 00:00:00,11,9,13.1,25.7,,,17.6,,1003.6,
2024-02-24 00:00:00,10.6,6.2,14.2,9.2,,,7.6,,1008.6,
2024-02-25 00:00:00,10,6.1,14.5,0.4,,,5.1,,1010.9,
2024-02-26 00:00:00,9.7,5.4,12.4,0,,,4.9,,1008.4,
2024-02-27 00:00:00,12.7,7.2,15.5,0.6,,,6.6,,1010.4,
2024-02-28 00:00:00,14,9.6,16.9,0.3,,,7.3,,1016.1,
2024-02-29 00:00:00,14.5,10.2,17.2,0,,,10.5,,1014.3,
2024-03-01 00:00:00,11.9,8.3,14.6,5.3,,,5.8,,1007.7,
2024-03-02 00:00:00,10.4,6.7,12,6.6,,,4.8,,1010.5,
2024-03-03 00:00:00,11.6,8.7,14,30.4,,,5.7,,1010.1,
2024-03-04 00:00:00,12.4,8.2,16.5,1.2,,,6.9,,1007,
2024-03-05 00:00:00,13.7,8,19.2,0.2,,,7.5,,1010.6,
2024-03-06 00:00:00,10,7.9,14.1,15.4,,,10.4,,1015.2,
2024-03-07 00:00:00,9.7,5,13.5,0,,,9.6,,1016.8,
2024-03-08 00:00:00,8.8,5.2,12.4,0,,,9.2,,1017.6,
2024-03-09 00:00:00,9.6,6.4,11.5,14.5,,,6,,1012.5,
2024-03-10 00:00:00,11.9,9.7,14.1,30.2,,,8.4,,1006.7,
2024-03-11 00:00:00,10.7,8.6,12.5,2.7,,,5.4,,1005.2,
2024-03-12 00:00:00,10,5.9,13.6,6,,,5.3,,1012,
2024-03-13 00:00:00,11.6,4.9,16,0,,,6.3,,1016.6,
2024-03-14 00:00:00,11.4,5.2,16.7,0,,,5.2,,1018,
2024-03-15 00:00:00,11.5,6.9,17,0,,,4.9,,1017.8,
2024-03-16 00:00:00,12.2,7,16.1,0.3,,,4.7,,1019.4,
2024-03-17 00:00:00,13.2,6.9,19.7,0,,,4.9,,1021.1,
2024-03-18 00:00:00,12.9,10.1,15.7,2.2,,,4.4,,1015.8,
2024-03-19 00:00:00,11.8,6.2,16.1,0,,,9,,1018.3,
2024-03-20 00:00:00,11.8,4.8,17.5,0,,,6.5,,1022.3,
2024-03-21 00:00:00,12.7,7.8,17.1,2.9,,,5.9,,1021.6,
2024-03-22 00:00:00,15.6,9.9,20.6,0,,,7.4,,1019,
2024-03-23 00:00:00,13.1,9.2,16,13.4,,,7.1,,1012.1,
2024-03-24 00:00:00,9.8,5.3,14.2,5.4,,,10.5,,1008.4,
2024-03-25 00:00:00,10.3,2.7,15.5,0,,,7.6,,1008.9,
2024-03-26 00:00:00,10.7,6.7,14.5,3.2,,,7.1,,1004.3,
2024-03-27 00:00:00,12.3,9.9,16.5,18.5,,,9,,997,
2024-03-28 00:00:00,10.6,8.2,12.3,30.8,,,27.4,,1003.8,
2024-03-29 00:00:00,13,10.2,16.6,6,,,17.1,,1013.6,
2024-03-30 00:00:00,14.6,11.8,18.5,0,,,12.7,,1010.7,
2024-03-31 00:00:00,14.2,11.8,17.1,24.5,,,17.8,,1009.6,
2024-04-01 00:00:00,14.1,9.7,17.6,36.5,,,18.5,,1006.7,
2024-04-02 00:00:00,10.4,8,12.2,9.3,,,10.1,,1013.7,
2024-04-03 00:00:00,12.7,8.8,15.7,3.2,,,5.7,,1016.9,
2024-04-04 00:00:00,13.9,10.1,18.7,0,,,5.2,,1019.5,
2024-04-05 00:00:00,14.3,9.9,18.7,0,,,5.4,,1023.2,
2024-04-06 00:00:00,15.2,10.6,20,0,,,5.4,,1023.5,
