date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-01-01 00:00:00,6.6,3.6,9.5,0.8,,,10.9,,1013.4,
2024-01-02 00:00:00,3.4,-0.7,8.4,0,,,7.2,,1013.9,
2024-01-03 00:00:00,9.1,5.8,12.2,6.5,,,9,,1006.8,
2024-01-04 00:00:00,9.4,4.5,15.2,2.3,,,8.4,,1005.8,
2024-01-05 00:00:00,5.7,1.6,10.6,0,,,7.2,,1011.1,
2024-01-06 00:00:00,9.5,7.6,12.2,4,,,8.2,,1003.2,
2024-01-07 00:00:00,5.3,0.4,8.6,5.5,,,14.6,,1001.3,
2024-01-08 00:00:00,-2,-2.8,-0.6,4.9,,,19.3,,1016.2,
2024-01-09 00:00:00,-3.2,-5.6,-2.2,0.1,,,7.4,,1029.2,
2024-01-10 00:00:00,-6.1,-9.2,-1.7,0,,,4.4,,1033.6,
2024-01-11 00:00:00,-6.5,-10.9,-1.5,0,,,5.7,,1028.4,
2024-01-12 00:00:00,-2.4,-4.9,-0.2,0,,,10.5,,1026,
2024-01-13 00:00:00,-1.6,-4.9,2.6,0,,,7.2,,1022.9,
2024-01-14 00:00:00,-1.9,-5.9,3,0,,,5.6,,1012.6,
2024-01-15 00:00:00,0.9,-0.5,2.5,9.9,,,7.7,,1003.6,
2024-01-16 00:00:00,-0.6,-2.5,0.3,1.1,,,7.5,,1012.9,
2024-01-17 00:00:00,2.1,-3.1,9.4,0.3,,,9.1,,1006.4,
2024-01-18 00:00:00,11.1,6.7,17.7,0.4,,,9.8,,996.4,
2024-01-19 00:00:00,2.8,-0.5,9.4,10.1,,,18.2,,1012.1,
2024-01-20 00:00:00,-0.9,-4,2,0,,,9.2,,1029.7,
2024-01-21 00:00:00,-1.7,-4.6,3.3,0,,,5.9,,1035.6,
2024-01-22 00:00:00,-0.9,-4.6,4.5,0,,,8.6,,1031.2,
2024-01-23 00:00:00,2.2,-2.3,8,6,,,8,,1028.1,
2024-01-24 00:00:00,3.1,-1.7,7.7,0,,,8.2,,1027.1,
2024-01-25 00:00:00,6.5,2.7,12.2,0,,,8.1,,1024.1,
2024-01-26 00:00:00,5.6,2.1,9.7,0.4,,,12.1,,1026.2,
2024-01-27 00:00:00,6.5,3.7,9.6,1.1,,,18,,1029.8,
2024-01-28 00:00:00,3.3,0,7.8,0,,,11,,1036.8,
