date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-01-01 00:00:00,13.9,10.8,16,5.8,,,16.4,,1013.1,
2024-01-02 00:00:00,12,8.9,14,0.1,,,12.4,,1015.5,
2024-01-03 00:00:00,14.9,14,16.6,0.6,,,20.2,,1010.4,
2024-01-04 00:00:00,13.7,9.2,16.1,5.8,,,16.6,,1009.6,
2024-01-05 00:00:00,12.3,8.2,15.3,1.7,,,23.7,,1010.5,
2024-01-06 00:00:00,14.7,12.1,15.8,12.1,,,30.4,,999.8,
2024-01-07 00:00:00,11.1,5.8,13.7,0.9,,,20,,996.8,
2024-01-08 00:00:00,7.2,3,9.7,0.5,,,14.6,,1008,
2024-01-09 00:00:00,4.9,1.2,9,0,,,12.9,,1019.8,
2024-01-10 00:00:00,3.7,0.7,9,0,,,11.5,,1026.3,
2024-01-11 00:00:00,4.5,0.7,10.2,0,,,10.1,,1023,
2024-01-12 00:00:00,5.7,0.2,11,0,,,10,,1021.4,
2024-01-13 00:00:00,6.1,1.5,11.7,0,,,9.9,,1021.4,
2024-01-14 00:00:00,7.4,4.3,10.6,2.1,,,13.5,,1014.2,
2024-01-15 00:00:00,10.3,8.7,12.9,11.3,,,12.7,,1002.5,
2024-01-16 00:00:00,10.1,7,12.5,1,,,11.6,,1008.4,
2024-01-17 00:00:00,12.6,9.4,14.9,13,,,25.1,,1006.6,
2024-01-18 00:00:00,14.6,10.6,16.2,33.5,,,21.8,,999.5,
2024-01-19 00:00:00,10.3,4.7,16,15.4,,,13.8,,1007.3,
2024-01-20 00:00:00,5.5,2.5,9.2,0,,,14,,1023.1,
2024-01-21 00:00:00,6.7,2.8,11.9,0,,,8.3,,1030.4,
2024-01-22 00:00:00,7.2,1.8,12.9,0,,,7.1,,1030.5,
2024-01-23 00:00:00,8.5,5.6,11.8,2.8,,,10.3,,1028.7,
2024-01-24 00:00:00,9.5,6.2,13,0,,,7.8,,1029.4,
2024-01-25 00:00:00,9.7,6.6,14.1,0,,,8.1,,1024.9,
2024-01-26 00:00:00,10.5,6.9,14.6,0,,,8.1,,1025.6,
2024-01-27 00:00:00,11.1,5.8,16,0,,,7.3,,1028.8,
2024-01-28 00:00:00,9.5,4.2,14.6,0,,,10.8,,1035.4,
2024-01-29 00:00:00,8.6,3.1,14.1,0,,,9.5,,1035.5,
2024-01-30 00:00:00,8.7,3.5,14,0,,,6,,1035.4,
2024-01-31 00:00:00,8.5,5.1,12.8,0,,,8.4,,1033.1,
2024-02-01 00:00:00,8.9,5.3,13.5,0,,,6.9,,1027.4,
2024-02-02 00:00:00,10.6,5.3,14.6,0,,,7.6,,1028,
2024-02-03 00:00:00,10,7.2,14.2,0,,,5.5,,1026.2,
2024-02-04 00:00:00,10.3,6.3,14.9,0,,,7.3,,1024.5,
2024-02-05 00:00:00,10.8,7.9,14.3,0,,,10.1,,1024.6,
2024-02-06 00:00:00,11.2,8.9,13.3,0.1,,,9.8,,1023.1,
2024-02-07 00:00:00,13,9.9,14.9,2.7,,,14.7,,1015.9,
2024-02-08 00:00:00,13.4,11.7,16.5,3.5,,,14,,1011.4,
2024-02-09 00:00:00,13.6,11.4,14.8,2.5,,,32.7,,1007.1,
2024-02-10 00:00:00,14.2,13.1,15.6,8.6,,,42.8,,998.4,
2024-02-11 00:00:00,13.3,10.5,14.9,25.4,,,23.4,,994.1,
2024-02-12 00:00:00,11,9.6,12.9,3.2,,,5.9,,1003.6,
2024-02-13 00:00:00,11.6,7.5,16.9,0.3,,,7.9,,1014.9,
2024-02-14 00:00:00,10.5,5.5,14.2,0,,,9.6,,1023.6,
2024-02-15 00:00:00,10.5,7.1,15.1,0,,,7.8,,1023.2,
2024-02-16 00:00:00,11.4,7.9,15.8,0,,,6.7,,1021.5,
2024-02-17 00:00:00,10.7,8,14.1,0,,,7.6,,1026.4,
2024-02-18 00:00:00,12.3,9.1,16.8,0.2,,,7.1,,1029.6,
2024-02-19 00:00:00,11.6,8.7,14.8,0.3,,,6.6,,1023.8,
2024-02-20 00:00:00,12.5,8.3,16.5,0,,,7.2,,1023.3,
2024-02-21 00:00:00,11.4,6.4,15.9,0,,,7.5,,1024.1,
