date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2025-01-01 00:00:00,9.8,7.4,11.8,0,,,3.8,13,1030.7,
2025-01-02 00:00:00,10.7,7.6,12.5,0,,,14.1,27.8,1024.7,
2025-01-03 00:00:00,9.4,4.3,12,13.7,,,24.5,68,1014.3,
2025-01-04 00:00:00,6.8,4.9,9.5,12.4,,,16.8,38.9,1019.6,
2025-01-05 00:00:00,8.6,4.7,11,0,,,19.1,37,1020,
2025-01-06 00:00:00,13.2,10.6,14.3,0,,,36.4,68,1015.7,
2025-01-07 00:00:00,14.4,14,14.8,0,,,35.9,63,1011.8,
2025-01-08 00:00:00,13.8,12.6,14.9,0,,,12.6,38.9,1015.8,
2025-01-09 00:00:00,13.6,12.8,14.2,0,,,31.6,68,1014.3,
2025-01-10 00:00:00,11.4,7.5,15.1,0.5,,,23.9,40.8,1012.1,
2025-01-11 00:00:00,8.2,6.6,10.2,6.4,,,17.1,50,1014.6,
2025-01-12 00:00:00,5.6,4.9,6.2,0,,,38.5,97,1017.8,
2025-01-13 00:00:00,5.2,3.7,7,0,,,50.5,115,1023.5,
2025-01-14 00:00:00,5.9,4,8.4,0,,,31.5,81.5,1026.5,
2025-01-15 00:00:00,5.8,3.1,8.6,0,,,17,40.8,1022,
2025-01-16 00:00:00,7.8,5.5,10.5,0,,,16.8,46.3,1029,
2025-01-17 00:00:00,8.5,4.9,11.7,0,,,12,31.5,1032.3,
2025-01-18 00:00:00,11.2,8,13.5,0,,,8,29.6,1026.2,
2025-01-19 00:00:00,12,10.1,13.6,0.3,,,8.9,25.9,1023.4,
2025-01-20 00:00:00,12.2,10,14.1,0,,,5,16.7,1021.3,
2025-01-21 00:00:00,10.9,9.5,11.8,5.1,,,5.2,22.2,1017.7,
2025-01-22 00:00:00,9.9,8.5,11,2.5,,,9.3,33.3,1018.5,
2025-01-23 00:00:00,12.3,10.6,13.5,0.3,,,23,46.3,1015.9,
2025-01-24 00:00:00,13.8,11.9,16.1,1.5,,,10.7,38.9,1017.4,
2025-01-25 00:00:00,11.2,9.9,12.7,0,,,3.2,16.7,1021.8,
2025-01-26 00:00:00,12.7,10.1,14.5,0,,,19.1,51.8,1018.8,
2025-01-27 00:00:00,13.3,11.5,14.4,0,,,25.9,61.1,1018,
2025-01-28 00:00:00,13.7,12.9,14.3,0,,,43.8,76,1010.2,
2025-01-29 00:00:00,12.4,10.6,13.9,1.3,,,10.6,25.9,1014.7,
2025-01-30 00:00:00,11.6,10,13.4,0,,,7.9,20.4,1018.4,
2025-01-31 00:00:00,12.1,10,14.1,1,,,5.9,18.5,1025,
2025-02-01 00:00:00,12.6,10.1,15.3,0,,,8.7,20.4,1025.6,
2025-02-02 00:00:00,12.3,10,14,0,,,13.5,31.5,1019.9,
2025-02-03 00:00:00,11.7,7.8,14.5,0.3,,,25.7,68,1018.7,
2025-02-04 00:00:00,9.2,6.1,12,0,,,21.6,40.8,1023.9,
2025-02-05 00:00:00,10.4,6.2,12.6,0,,,14.7,37,1028.7,
2025-02-06 00:00:00,11.3,9.2,14.1,0,,,13.3,37,1029.2,
