date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2025-01-01 00:00:00,8.5,5.2,11,0,,,4.8,,1031.2,
2025-01-02 00:00:00,10.3,6.4,11.8,21.2,,,11.9,,1022.4,
2025-01-03 00:00:00,6.5,0,11.6,20.2,,,12.5,,1015.8,
2025-01-04 00:00:00,4.3,-0.2,10.2,0,,,8.4,,1021.6,
2025-01-05 00:00:00,6.6,1.9,9.9,10.2,,,6.3,,1018.4,
2025-01-06 00:00:00,11.7,9.3,13,32.9,,,15.6,,1013.4,
2025-01-07 00:00:00,12.4,9.6,14,26.1,,,11.4,,1009.8,
2025-01-08 00:00:00,10.5,7.8,12.2,7.6,,,6.5,,1014.6,
2025-01-09 00:00:00,11.9,10.9,12.5,34.3,,,13.6,,1011.5,
2025-01-10 00:00:00,7.5,3.9,12,11.6,,,10.3,,1013.8,
2025-01-11 00:00:00,4.6,0.5,9.5,0,,,8.6,,1018.3,
2025-01-12 00:00:00,3.1,0,7.2,0,,,9.4,,1024.6,
2025-01-13 00:00:00,3,0,4.6,0,,,19.5,,1031.5,
2025-01-14 00:00:00,3.3,0.7,7.5,0,,,12.3,,1032.8,
2025-01-15 00:00:00,5.4,1.1,11.2,0,,,8.9,,1025.6,
2025-01-16 00:00:00,5.6,3,8.5,0,,,13.5,,1033,
2025-01-17 00:00:00,4.1,0,10,0,,,9.5,,1036.5,
2025-01-18 00:00:00,7.6,1.8,14.6,0,,,10.7,,1029.9,
2025-01-19 00:00:00,7.6,2.7,12,0,,,7.5,,1025.6,
2025-01-20 00:00:00,9,3.2,14.1,0,,,5.1,,1022.7,
2025-01-21 00:00:00,9,4.9,11.7,0,,,4,,1018.3,
2025-01-22 00:00:00,9,7.2,11.6,7.2,,,5.7,,1017.9,
2025-01-23 00:00:00,10.3,8.5,11.6,47.9,,,16.2,,1013.7,
2025-01-24 00:00:00,10.7,7.1,13.7,17.2,,,5.6,,1018.2,
2025-01-25 00:00:00,10.1,6.9,11.3,5,,,5.4,,1021.4,
2025-01-26 00:00:00,10.8,9.1,12.5,19.4,,,9.7,,1017.2,
2025-01-27 00:00:00,11.2,7.7,13.6,7.4,,,9.7,,1016,
2025-01-28 00:00:00,11.6,8.4,13.8,52.1,,,15.1,,1006.7,
2025-01-29 00:00:00,10.8,7.4,15.6,11.1,,,7.4,,1014.4,
2025-01-30 00:00:00,10.2,6.5,16.2,0,,,5.3,,1019.2,
2025-01-31 00:00:00,8.5,6,10.7,0.9,,,5.7,,1025.9,
2025-02-01 00:00:00,9.4,4.3,12.6,0,,,11.2,,1027.3,
2025-02-02 00:00:00,8.8,3.8,15.1,0,,,7.8,,1021.5,
2025-02-03 00:00:00,6.6,2.7,12.2,0,,,8.7,,1023.7,
2025-02-04 00:00:00,5.2,1.1,11.5,0,,,7.8,,1028.2,
2025-02-05 00:00:00,8,1.7,15.7,0,,,8.1,,1031.8,
2025-02-06 00:00:00,6.3,1.2,12,0,,,10.4,,1033.2,
2025-02-07 00:00:00,6.6,2.6,12.2,0,,,9.2,,1031.1,
2025-02-08 00:00:00,9.2,4.4,13.5,1,,,4.4,,1029.6,
2025-02-09 00:00:00,10.5,4.5,13.7,0,,,5,,1027.9,
2025-02-10 00:00:00,9.3,5,11.7,0,,,4.4,,1025.8,
2025-02-11 00:00:00,8.2,5.5,10.7,0,,,5.1,,1025.5,
2025-02-12 00:00:00,8.6,7.2,10.2,12.1,,,3.5,,1022.8,
2025-02-13 00:00:00,9.3,7.9,10.1,23.8,,,4.8,,1018.4,
2025-02-14 00:00:00,6.4,2.6,9.7,36.4,,,16.2,,1013,
2025-02-15 00:00:00,3.3,-0.6,5.2,0,,,21.3,,1018.3,
2025-02-16 00:00:00,2,-1.6,6.1,0,,,12.4,,1016.8,
2025-02-17 00:00:00,1.9,-1.3,6,0,,,10.5,,1020.4,
2025-02-18 00:00:00,1.8,-1.4,6.6,0,,,11.1,,1024.2,
2025-02-19 00:00:00,1.9,-1.8,7,0,,,12,,1029.7,
2025-02-20 00:00:00,2.8,-2,9.8,0,,,9.2,,1030.6,
2025-02-21 00:00:00,6.3,0.3,13.2,0,,,5.2,,1030.5,
2025-02-22 00:00:00,7.9,3.1,10,2.1,,,4.7,,1028.9,
2025-02-23 00:00:00,9.7,6.4,11.5,2.5,,,4.1,,1030.2,
2025-02-24 00:00:00,10.3,6.8,13.7,0.4,,,2.8,,1027.8,
2025-02-25 00:00:00,9.9,7.2,11,3.3,,,4,,1021.3,
2025-02-26 00:00:00,10.4,7.3,12,31.4,,,9,,1014.8,
2025-02-27 00:00:00,8.6,5.7,13.2,9.8,,,6.2,,1016.4,
2025-02-28 00:00:00,8.9,4.5,13.6,0,,,12.1,,1020,
2025-03-01 00:00:00,9.4,6.1,12.1,0.3,,,16.5,,1023.8,
2025-03-02 00:00:00,8.6,3.4,12.5,0,,,15.1,,1028.3,
2025-03-03 00:00:00,8,2.2,14.6,0,,,8.9,,1027.8,
2025-03-04 00:00:00,9.6,3.2,17.1,0,,,8.6,,1025.5,
2025-03-05 00:00:00,11.4,4.1,18.7,0,,,6.4,,1027.2,
2025-03-06 00:00:00,11.4,6.7,17.5,0,,,5.4,,1027,
2025-03-07 00:00:00,11.7,6.6,17.6,0,,,5.3,,1022.1,
2025-03-08 00:00:00,11,6.7,15.7,0,,,5.6,,1016.4,
2025-03-09 00:00:00,11.8,8.5,16.2,0,,,4.8,,1013.2,
2025-03-10 00:00:00,12.5,9.8,15.3,31.5,,,6,,1008.9,
2025-03-11 00:00:00,12.2,10.3,14.2,4.9,,,5.6,,1006.2,
2025-03-12 00:00:00,11.8,9.8,13.3,30.2,,,7.8,,1001.9,
2025-03-13 00:00:00,11.9,9.7,14.2,40.4,,,11.5,,998.5,
2025-03-14 00:00:00,12,,,,,,9,,1002.8,
2025-03-15 00:00:00,,,,,,,,,,
2025-03-16 00:00:00,,,,,,,,,,
2025-03-17 00:00:00,,,,,,,,,,
2025-03-18 00:00:00,,,,,,,,,,
2025-03-19 00:00:00,,,,,,,,,,
2025-03-20 00:00:00,,,,,,,,,,
2025-03-21 00:00:00,9.2,,,,,,4.8,,1026.8,
