date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2025-01-01 00:00:00,-2.4,-3,-1.3,0,,,5.5,,1030.6,
2025-01-02 00:00:00,1.7,-3.6,7.2,0,,,9.4,,1020.6,
2025-01-03 00:00:00,3,-2.4,7.4,10.1,,,12.8,,1016.8,
2025-01-04 00:00:00,-2.6,-3.5,-1.2,0,,,5.6,,1024.6,
2025-01-05 00:00:00,-1.2,-4.4,3.7,0,,,9.9,,1017.7,
2025-01-06 00:00:00,7.5,2.6,11,0,,,11.1,,1011.8,
2025-01-07 00:00:00,7.7,5.1,11.6,2.8,,,7.8,,1009.9,
2025-01-08 00:00:00,6.1,1.8,12.4,0,,,6.7,,1013.4,
2025-01-09 00:00:00,7.3,2.4,12.2,0.1,,,9.1,,1011.5,
2025-01-10 00:00:00,3,-2.7,9.8,8.5,,,13.3,,1015.8,
2025-01-11 00:00:00,-2.4,-4.7,1,0,,,5.1,,1020.9,
2025-01-12 00:00:00,-0.5,-4.2,3.2,0,,,12.4,,1026.9,
2025-01-13 00:00:00,0.4,-2.3,3.5,0,,,12,,1035.6,
2025-01-14 00:00:00,-1.4,-4.5,2.8,0,,,6.5,,1036.7,
2025-01-15 00:00:00,-1.8,-4.4,-0.4,0.3,,,4.7,,1029.3,
2025-01-16 00:00:00,-1,-4.7,0.1,0,,,4,,1038.3,
2025-01-17 00:00:00,-1.7,-3.1,-0.8,0,,,4.5,,1042.6,
2025-01-18 00:00:00,-2.2,-2.9,-1.3,0,,,4.3,,1038.1,
2025-01-19 00:00:00,-1.7,-2.3,-1.2,0,,,4.1,,1032.5,
2025-01-20 00:00:00,-1.6,-2.4,-1.2,0,,,5.3,,1028.8,
2025-01-21 00:00:00,-1,-2.1,-0.4,2.3,,,3.6,,1022,
2025-01-22 00:00:00,0.2,-1.4,1.8,0,,,5.5,,1019.2,
2025-01-23 00:00:00,5.7,0.6,13.1,6.3,,,8.8,,1013.9,
