date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-01-01 00:00:00,13.4,11.9,16,0,,,8.4,,1031.2,
2023-01-02 00:00:00,13.3,12,14.3,0,,,7.2,,1030.1,
2023-01-03 00:00:00,13.3,12.3,15.1,0,,,3.9,,1029.4,
2023-01-04 00:00:00,13.4,11.9,16.1,0,,,10.6,,1028.4,
2023-01-05 00:00:00,12.1,10,13.9,0.5,,,6.3,,1023.8,
2023-01-06 00:00:00,11.3,8.5,15,0,,,6.4,,1024.6,
2023-01-07 00:00:00,11.4,9.6,14,0,,,6.5,,1023.8,
2023-01-08 00:00:00,12.8,10.1,15.4,1.3,,,17.2,,1018.6,
2023-01-09 00:00:00,13,9.5,14.3,21.5,,,31.9,,1005.3,
2023-01-10 00:00:00,11.1,7.8,13,1.4,,,24.6,,1011.8,
2023-01-11 00:00:00,9.8,6.1,14,0,,,12.9,,1019.8,
2023-01-12 00:00:00,10.8,7.9,15.4,0.2,,,8.2,,1020.2,
2023-01-13 00:00:00,9.6,6.6,13.1,0.1,,,10,,1019.5,
2023-01-14 00:00:00,10.9,8.1,15.3,0.2,,,7.9,,1021,
2023-01-15 00:00:00,10.2,6,14,0,,,20.2,,1016.4,
2023-01-16 00:00:00,11.5,9.2,13.5,19.8,,,24.4,,1001.4,
2023-01-17 00:00:00,12.3,9.1,14.7,29,,,26.7,,991.5,
2023-01-18 00:00:00,11.8,9.2,14,10.9,,,23,,994.1,
2023-01-19 00:00:00,8.7,5.1,12,9.9,,,12.4,,1001.4,
2023-01-20 00:00:00,6.3,4.5,10,1.2,,,14.1,,1005.5,
2023-01-21 00:00:00,5.9,4.8,7.4,8.5,,,27.8,,1003.7,
2023-01-22 00:00:00,6.1,4.8,7.1,10.9,,,21.8,,1014.1,
2023-01-23 00:00:00,9,5.6,12.1,3.4,,,30.8,,1015.9,
2023-01-24 00:00:00,8.7,5.1,12.3,0.4,,,12.3,,1026.2,
2023-01-25 00:00:00,8.3,5.8,12.9,0,,,15.6,,1022.4,
2023-01-26 00:00:00,6.4,4,11,0,,,14.1,,1012,
2023-01-27 00:00:00,5.4,2.2,10,0,,,13.6,,1009.8,
2023-01-28 00:00:00,5.2,2.1,10,0,,,14.6,,1016.3,
2023-01-29 00:00:00,5.4,1.8,10.4,0,,,9.9,,1022.3,
2023-01-30 00:00:00,6.3,0.8,10.2,0,,,10,,1018.5,
2023-01-31 00:00:00,8.7,4.2,13,0,,,11.8,,1021,
2023-02-01 00:00:00,8.5,3.6,13.7,0,,,8.6,,1021.3,
2023-02-02 00:00:00,9.2,5.4,13,0,,,6.2,,1021,
2023-02-03 00:00:00,9.3,5.5,13.2,0,,,9.9,,1024.6,
2023-02-04 00:00:00,9.4,3.9,15,0,,,20.1,,1022.1,
2023-02-05 00:00:00,4.2,1.8,7.1,0,,,21.9,,1032,
2023-02-06 00:00:00,2,-0.5,5,0,,,12.3,,1034,
2023-02-07 00:00:00,2.7,-1.7,7.5,0,,,14.6,,1035.2,
2023-02-08 00:00:00,2.7,-0.9,7,0,,,18.9,,1035.4,
2023-02-09 00:00:00,3,-1,8,0,,,12.5,,1034.8,
2023-02-10 00:00:00,4.1,-0.4,8.8,0,,,8.7,,1034.1,
2023-02-11 00:00:00,6.9,2,12.1,0,,,9.6,,1033.2,
2023-02-12 00:00:00,10,5.5,15.6,0,,,12.8,,1032.6,
2023-02-13 00:00:00,9.6,5.1,13.8,0,,,9.9,,1035.7,
2023-02-14 00:00:00,9,4.6,14.3,0,,,8.6,,1031.9,
2023-02-15 00:00:00,9.3,4.3,15.3,0,,,7.5,,1029.1,
2023-02-16 00:00:00,10,5.9,14,0,,,12.5,,1029.7,
2023-02-17 00:00:00,10.3,8.3,13.2,0,,,8.4,,1030,
2023-02-18 00:00:00,9.8,6.5,14.3,0,,,7.9,,1028.6,
2023-02-19 00:00:00,10.9,8.4,14.2,0,,,7.5,,1024.5,
2023-02-20 00:00:00,10.9,7,15.6,0,,,5.2,,1025.8,
2023-02-21 00:00:00,10.8,8.7,13.6,0,,,6.3,,1021.8,
2023-02-22 00:00:00,11.7,9.2,15.5,0,,,4.5,,1017.9,
2023-02-23 00:00:00,11.8,9.1,14,0,,,7.5,,1016.1,
2023-02-24 00:00:00,12.4,9.8,14,3.7,,,20.9,,1013.2,
2023-02-25 00:00:00,12.9,12,13.8,23,,,22.1,,1003.1,
2023-02-26 00:00:00,6.9,4.5,12.5,33.4,,,30,,999.3,
2023-02-27 00:00:00,6.2,4.5,8.2,5.1,,,20.4,,1013,
