date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-01-01 00:00:00,12.8,9,17.6,0,,,8.8,,1028,
2023-01-02 00:00:00,12.3,8.7,17,0,,,13.2,,1026.6,
2023-01-03 00:00:00,11.8,9.8,13.3,0.6,,,7.6,,1028.8,
2023-01-04 00:00:00,9.6,7.6,12.3,0,,,4.7,,1030,
2023-01-05 00:00:00,8.4,4.1,12.5,0,,,9.9,,1021,
2023-01-06 00:00:00,8,4.5,13.4,0,,,5.1,,1024.6,
2023-01-07 00:00:00,7,2.4,11.9,0,,,4.7,,1022.6,
2023-01-08 00:00:00,10.4,5.3,14.7,2.4,,,9.6,,1015.4,
2023-01-09 00:00:00,9.2,5.5,12.3,22.4,,,8.1,,1005.1,
2023-01-10 00:00:00,7.4,4.6,10.9,0.2,1,,8.2,,1013.8,
2023-01-11 00:00:00,4.8,0.6,8.7,4.4,,,3.7,,1021.9,
2023-01-12 00:00:00,5.7,3.2,9.4,0,,,3.9,,1023.3,
2023-01-13 00:00:00,5.1,2,8.4,0.2,,,3.6,,1019.6,
2023-01-14 00:00:00,7.4,5,11.9,0,,,4,,1022.5,
2023-01-15 00:00:00,5.1,0.7,9.7,13.5,,,5.4,,1014.2,
2023-01-16 00:00:00,2.9,2.1,9.9,15.3,1,,6.1,,1002.4,
2023-01-17 00:00:00,3.8,2,6.2,37.6,,,6.3,,991.8,
2023-01-18 00:00:00,4.5,2.9,6.5,8.9,1,,5.4,,994.6,
2023-01-19 00:00:00,2.1,1.1,6.2,2.5,1,,5.9,,1005.3,
2023-01-20 00:00:00,1.4,-0.2,2.2,0.1,,,4,,1011.8,
2023-01-21 00:00:00,1.8,-1,2.8,0.1,,,13.2,,1014.2,
2023-01-22 00:00:00,1.8,1.1,2.9,14.6,,,9.4,,1021.5,
2023-01-23 00:00:00,4.7,1.1,5.3,20.8,2,,13.5,,1023.7,
2023-01-24 00:00:00,4.5,3.8,5.4,4.5,,,5.6,,1031.2,
2023-01-25 00:00:00,3.4,3.2,4.2,0,,,7.9,,1030,
2023-01-26 00:00:00,2.6,1.7,3.8,0,,,7.3,,1020.1,
2023-01-27 00:00:00,1.7,0.4,3.6,0,,,8.6,,1017.2,
2023-01-28 00:00:00,1.7,0,2.7,0,,,6.6,,1021.7,
2023-01-29 00:00:00,1.9,1.5,3,0,,,4,,1026.8,
2023-01-30 00:00:00,0.8,-2.3,5.3,0,,,4.5,,1019.6,
2023-01-31 00:00:00,4.5,-1.8,11.2,0,,,5.5,,1020.9,
2023-02-01 00:00:00,5.3,-0.4,10.7,0,,,6.2,,1019.7,
2023-02-02 00:00:00,4.9,0,9.9,0,,,7.8,,1020.6,
2023-02-03 00:00:00,6.9,2.3,9.9,0,,,8.4,,1023.5,
2023-02-04 00:00:00,6.6,2,10.6,0,,,14,,1024.5,
2023-02-05 00:00:00,1.1,-1.1,4.3,0,,,12.3,,1035.2,
2023-02-06 00:00:00,-1.4,-3.8,2.7,0,,,7.7,,1038.3,
2023-02-07 00:00:00,-1.7,-6,2.2,0,,,4.4,,1040.3,
2023-02-08 00:00:00,-0.9,-4.5,1.3,0,,,4.9,,1041.6,
2023-02-09 00:00:00,1,-2.5,5,0,,,4.9,,1039.8,
2023-02-10 00:00:00,-0.4,-5.5,5,0,,,2.9,,1039.2,
2023-02-11 00:00:00,1.1,-5,7,0,,,4,,1035.8,
2023-02-12 00:00:00,6.1,0.9,10.7,0,,,3.7,,1036.1,
2023-02-13 00:00:00,6.7,1.5,12.4,0,,,3.4,,1038.6,
2023-02-14 00:00:00,5.7,-0.1,11.6,0,,,3.4,,1036.5,
2023-02-15 00:00:00,4.9,-0.4,10.8,0,,,4.2,,1033.3,
2023-02-16 00:00:00,5.9,-0.4,13.4,0,,,3.8,,1028.7,
2023-02-17 00:00:00,10.7,4.4,17.4,0,,,9.3,,1026.6,
2023-02-18 00:00:00,10.8,7.9,14.7,0,,,14,,1023.4,
2023-02-19 00:00:00,12.1,9.5,16,0,,,13.9,,1020.9,
2023-02-20 00:00:00,10.6,5,16.2,0,,,5.6,,1025,
2023-02-21 00:00:00,13.2,9.4,18,0,,,9.3,,1018.5,
2023-02-22 00:00:00,10.5,4.6,16.3,0,,,4,,1017.2,
2023-02-23 00:00:00,10.4,6.6,13.1,0,,,3.9,,1015.4,
2023-02-24 00:00:00,12.1,7,15.8,0,,,10,,1010.2,
2023-02-25 00:00:00,8.6,3.5,13,33.7,,,11.6,,1002,
2023-02-26 00:00:00,1.9,0.2,3.5,0.2,,,9,,1010.1,
2023-02-27 00:00:00,1.8,0.6,3.5,0.7,,,8.9,,1022,
2023-02-28 00:00:00,2.7,0.5,4.5,0.1,,,7.6,,1027.1,
2023-03-01 00:00:00,3.5,2,5,6.3,,,7.5,,1023.7,
2023-03-02 00:00:00,5.4,4.8,5.9,0.3,1,,6,,1020.2,
2023-03-03 00:00:00,6.6,4.4,9.2,0,,,4.2,,1018.8,
2023-03-04 00:00:00,5,0.4,11.9,0,,,4.4,,1017.7,
2023-03-05 00:00:00,6.3,2.6,10.8,0,,,5.6,,1014.5,
2023-03-06 00:00:00,7,2.7,10.6,0,,,5.5,,1007.8,
2023-03-07 00:00:00,9,5.4,13.8,0,,,6.6,,1004.9,
2023-03-08 00:00:00,12.3,7.7,15.6,0,,,11.2,,1004.3,
2023-03-09 00:00:00,15.3,12.1,19.2,2.6,,,13.9,,1002.7,
2023-03-10 00:00:00,12.4,8.2,16.2,10.8,,,7.2,,998.9,
2023-03-11 00:00:00,9.1,6.7,12,0.1,,,7.7,,1002.4,
2023-03-12 00:00:00,6.5,2.2,10.6,0,,,5.8,,1017.2,
2023-03-13 00:00:00,11.1,1.9,19.5,0,,,7.9,,1016.3,
2023-03-14 00:00:00,16.1,10.8,21.7,15.6,,,10.5,,1004.3,
2023-03-15 00:00:00,8.4,6,13,0.1,2,,6.7,,1010.8,
2023-03-16 00:00:00,7.2,1.5,11.5,0,,,8.2,,1022.5,
2023-03-17 00:00:00,8.2,0.4,13.3,0,,,5,,1023.5,
2023-03-18 00:00:00,11.1,3.4,18,0,,,5.5,,1018.2,
2023-03-19 00:00:00,12.9,4.4,19.9,0,,,8.1,,1017.8,
2023-03-20 00:00:00,12.9,9.9,15.3,0,,,7,,1018.6,
2023-03-21 00:00:00,14.1,6.7,19.3,0,,,4.6,,1017.1,
2023-03-22 00:00:00,15.1,7.1,21.8,0,,,4.5,,1015.2,
2023-03-23 00:00:00,16.7,7.9,22.8,0,,,5.4,,1013.8,
2023-03-24 00:00:00,17,9.9,22.1,0.6,,,12.5,,1012,
2023-03-25 00:00:00,10.2,8.4,15.5,12.5,,,8.6,,1012.4,
2023-03-26 00:00:00,11.6,5.2,17.7,20.3,,,5,,1009.4,
2023-03-27 00:00:00,8.5,5,13.4,1.5,2,,8.5,,1004.7,
2023-03-28 00:00:00,7.8,1.5,11.7,0,,,8,,1021.8,
2023-03-29 00:00:00,7.6,1.9,13.3,0,,,5.2,,1024.7,
2023-03-30 00:00:00,14.5,9.2,17.3,0,,,13.4,,1019,
2023-03-31 00:00:00,14.1,11.9,16.5,15.9,,,14,,1011.3,
2023-04-01 00:00:00,13.6,8.5,18.6,0,2,,5,,1005.2,
2023-04-02 00:00:00,12.9,7.9,18.1,0.9,,,6,,1010,
2023-04-03 00:00:00,6.9,4.7,10.1,0,,,14.7,,1018.5,
2023-04-04 00:00:00,4.6,1.9,7.3,0,,,17.7,,1019.4,
2023-04-05 00:00:00,4.9,0.7,9.2,0,,,9.2,,1020.6,
2023-04-06 00:00:00,8.3,0.9,12.8,0,,,5.1,,1019,
2023-04-07 00:00:00,9.4,2,15.9,0,,,5.6,,1016.6,
2023-04-08 00:00:00,9.7,6,12.4,0,,,6.1,,1018.9,
2023-04-09 00:00:00,8.1,5.5,10.6,0,,,5.9,,1023.6,
2023-04-10 00:00:00,10.8,1.9,16.5,0,,,5.6,,1023.7,
2023-04-11 00:00:00,11.8,3.9,17,0,,,6.3,,1016,
2023-04-12 00:00:00,13.6,6.7,17.7,0.7,,,5.4,,1011.3,
2023-04-13 00:00:00,9.7,8.6,13.2,31.2,,,5.8,,1004.7,
2023-04-14 00:00:00,8.4,5.9,11.2,2.1,2,,8.6,,1002.7,
2023-04-15 00:00:00,9.8,6.9,12.6,7.3,,,4.8,,1007.1,
2023-04-16 00:00:00,9.4,7.7,12.1,4.2,1,,6.3,,1014,
2023-04-17 00:00:00,13.7,9.5,15.7,0.1,,,9.2,,1013.8,
2023-04-18 00:00:00,12.8,11.6,14.8,0.7,,,9.3,,1015.4,
2023-04-19 00:00:00,14,9.7,17.4,0,,,5.4,,1015.9,
2023-04-20 00:00:00,13.9,9.2,18.5,0,,,5.3,,1015.3,
2023-04-21 00:00:00,16.1,8.6,20.1,0,,,4.7,,1014.9,
2023-04-22 00:00:00,17.2,8.5,22.2,0,,,5.5,,1014.3,
2023-04-23 00:00:00,18.2,9.5,22.7,0.4,,,5.7,,1011.7,
2023-04-24 00:00:00,13.4,11.2,17.5,19,,,5.6,,1007.5,
2023-04-25 00:00:00,13.9,9.8,18.4,0.4,,,7,,1008.8,
2023-04-26 00:00:00,13.2,7.7,16.5,0,,,6.4,,1015,
2023-04-27 00:00:00,14.6,8.7,18.7,0,,,6.8,,1019.6,
2023-04-28 00:00:00,15.3,9.3,18.9,0,,,5.7,,1019.2,
2023-04-29 00:00:00,17.9,11.7,23.4,1.5,,,5,,1014.2,
2023-04-30 00:00:00,16.2,11.4,19.8,0,,,7.2,,1017.2,
